location,name,country,province,kg_n_per_year,capacity,country_code,name_en,kg_p_per_year
"44.38313889, 7.53397222",Stadio Fratelli Paschiero,Italy,Piemonte,116.0,3060.0,IT,Stadio Fratelli Paschiero,5.8905
"-12.072778, -75.201944",Estadio Huancayo,,,924.0,24450.0,,Estadio Huancayo,71.5407
"45.05, 20.09",Inđija Stadium,RS,Autonomous Province of Vojvodina,170.0,4500.0,RS,Inđija Stadium,8.6625
"39.482542, -0.371152",Estadio de Vallejo,Spain,Comunitat Valenciana,680.0,18000.0,ES,Estadio de Vallejo,52.668
"54.16583333, 19.42111111",City Stadium Elbląg,Poland,Warmińsko-mazurskie,265.0,7000.0,PL,City Stadium Elbląg,16.17
"10.474183, -66.939064",Cocodrilos Sports Park,,,132.0,3500.0,,Cocodrilos Sports Park,6.7375
"54.57369167, -6.02365833",Donegal Celtic Park,,,113.0,3000.0,,Donegal Celtic Park,5.775
"34.680714, 133.919494",Kanko Stadium,,,756.0,20000.0,,Kanko Stadium,58.52
"18.002422, -66.631785",Estadio Francisco Montaner,,,605.0,16000.0,,Estadio Francisco Montaner,46.816
"-6.031864, -76.964335",Estadio IPD de Moyobamba,,,189.0,5000.0,,Estadio IPD de Moyobamba,11.55
"-6.031864, -76.964335",Estadio IPD de Moyobamba,,,302.0,8000.0,,Estadio IPD de Moyobamba,11.55
"-9.940567, -76.252778",Estadio Heraclio Tapia,,,756.0,20000.0,,Estadio Heraclio Tapia,58.52
"-0.924271, -78.614559",Estadio La Cocha,,,567.0,15000.0,,Estadio La Cocha,43.89
"-9.10001, -78.560207",Estadio Manuel Rivera Sanchez,,,1323.0,35000.0,,Estadio Manuel Rivera Sanchez,102.41
"-33.079095454, -68.481100214",Estadio Libertador General San Martín,,,454.0,12000.0,,Estadio Libertador General San Martín,27.72
"9.280111111, -75.410172222",Q5847777,,,189.0,5000.0,,Q5847777,11.55
"-25.275848, -57.5516543",Estadio Ricardo Gregor,,,57.0,1500.0,,Estadio Ricardo Gregor,2.8875
"-4.044722, 39.666389",Mombasa Municipal Stadium,,,378.0,10000.0,,Mombasa Municipal Stadium,23.1
"-12.84722222, 28.21111111",Nkana Stadium,,,378.0,10000.0,,Nkana Stadium,23.1
"43.019066, 141.464016",Sapporo Atsubetsu Park Stadium,,,789.0,20861.0,,Sapporo Atsubetsu Park Stadium,61.0393
"42.4651, 19.2951",Stadion Zlatica,ME,Crna Gora,132.0,3500.0,ME,Stadion Zlatica,6.7375
"54.150444, -6.320606",The Showgrounds,,,300.0,7949.0,,The Showgrounds,18.3622
"39.7722, 2.71735",Camp d'en Maiol,Spain,Illes Balears,57.0,1500.0,ES,Camp d'en Maiol,2.8875
"-12.05972, -77.11995",Estadio Miguel Grau,,,567.0,15000.0,,Estadio Miguel Grau,43.89
"37.9459, 58.3438",Nisa-Çandybil Stadium,,,57.0,1500.0,,Nisa-Çandybil Stadium,2.8875
"60.8879791, 11.5547995",Elverum stadion,Norway,Innlandet,53.0,1400.0,NO,Elverum stadion,2.695
"60.15, 15.20888889",Hillängens IP,Sweden,Norra Mellansverige,,,SE,Hillängens IP,0
"40.854527777, 46.036222222",Shamkir Olympic Sport Complex Stadium,,,76.0,2000.0,,Shamkir Olympic Sport Complex Stadium,3.85
"49.513932, 5.889775",Stade Municipal de la Ville de Differdange,Luxembourg,Luxembourg,68.0,1800.0,LU,Stade Municipal de la Ville de Differdange,3.465
"41.853484, 3.12138",Estadi Palamós Costa Brava,,,141.0,3724.0,,Estadi Palamós Costa Brava,7.1687
"-6.238358, 106.991897",Patriot Chandrabhaga Stadium,,,,,,Patriot Chandrabhaga Stadium,0
"53.86166667, 27.57861111",FC Minsk Stadium,,,113.0,3000.0,,FC Minsk Stadium,5.775
"-25.283245, -57.606198",Estadio Toribio Vargas,,,,,,Estadio Toribio Vargas,0
"56.1144, -3.3428",North End Park,,,,,,North End Park,0
"38.467356, -0.796031",Estadio Municipal Nuevo Pepico Amat,Spain,Comunitat Valenciana,,,ES,Estadio Municipal Nuevo Pepico Amat,0
"25.43199444, -100.98033333",Estadio Olímpico Francisco I. Madero,,,,,,Estadio Olímpico Francisco I. Madero,0
"47.234762, 16.607117",Haladás Sportkomplexum,Hungary,Nyugat-Dunántúl,,,HU,Haladás Sportkomplexum,0
"-13.173499232, -74.209782624",Q130236631,,,,,,Q130236631,0
"42.587482, -5.576699",Estadio Reino de León,Spain,Castilla y León,508.0,13451.0,ES,Estadio Reino de León,31.0718
"-34.838719, -56.132281",harwood 6417,,,680.0,18000.0,,harwood 6417,52.668
"37.872294, -4.764642",Estadio Nuevo Arcángel,Spain,Andalucía,825.0,21822.0,ES,Estadio Nuevo Arcángel,63.8512
"51.6428, -3.02",Cwmbran Stadium,,,397.0,10500.0,,Cwmbran Stadium,24.255
"52.397222, 16.858056",Enea Stadion,Poland,Wielkopolskie,1621.0,42873.0,PL,Enea Stadion,165.061
"43.30197222, -5.68984167",Estadio Ganzábal,Spain,Principado de Asturias,152.0,4024.0,ES,Estadio Ganzábal,7.7462
"13.41425, 99.999865",Samut Songkhram Stadium,,,189.0,5000.0,,Samut Songkhram Stadium,11.55
"34.52, 69.196667",Afghanistan Football Federation Stadium,,,189.0,5000.0,,Afghanistan Football Federation Stadium,11.55
"34.52, 69.196667",Afghanistan Football Federation Stadium,,,189.0,5000.0,,Afghanistan Football Federation Stadium,11.55
"34.52, 69.196667",Afghanistan Football Federation Stadium,,,189.0,5000.0,,Afghanistan Football Federation Stadium,11.55
"23.139216, 113.260739",Yuexiushan Stadium,,,756.0,20000.0,,Yuexiushan Stadium,58.52
"45.91722, 6.11972","Parc des Sports, Annecy",France,Rhône-Alpes,592.0,15660.0,FR,"Parc des Sports, Annecy",45.8212
"45.91722, 6.11972","Parc des Sports, Annecy",France,Rhône-Alpes,594.0,15714.0,FR,"Parc des Sports, Annecy",45.8212
"10.674114, -71.645011",Estadio José Pachencho Romero,,,1542.0,40800.0,,Estadio José Pachencho Romero,157.08
"-3.0214, 104.7892",Gelora Sriwijaya Stadium,,,1361.0,36000.0,,Gelora Sriwijaya Stadium,105.336
"40.892014, 29.191017",Kartal Stadium,TR,İstanbul,272.0,7195.0,TR,Kartal Stadium,16.6205
"40.47916667, -3.61166667",Ciudad Real Madrid,Spain,Comunidad de Madrid,,,ES,Ciudad Real Madrid,0
"37.986111, -1.121389",Estadio de La Condomina,Spain,Región de Murcia,635.0,16800.0,ES,Estadio de La Condomina,49.1568
"19.331928, -99.192106",Universitary Olympic Stadium,,,3164.0,83700.0,,Universitary Olympic Stadium,418.918
"19.331928, -99.192106",Universitary Olympic Stadium,,,3173.0,83954.0,,Universitary Olympic Stadium,418.918
"23.72801, 90.41353","National Stadium, Dhaka",,,1361.0,36000.0,,"National Stadium, Dhaka",105.336
"13.7375, 100.525833",Chulalongkorn University Stadium,,,756.0,20000.0,,Chulalongkorn University Stadium,58.52
"22.267434, 114.249063",Siu Sai Wan Sports Ground,,,454.0,12000.0,,Siu Sai Wan Sports Ground,27.72
"22.4554, 114.162",Tai Po Sports Ground,,,121.0,3200.0,,Tai Po Sports Ground,6.16
"22.272861111, 114.188444444",Hong Kong Stadium,,,1512.0,40000.0,,Hong Kong Stadium,154
"36.058847, 120.344389",Qingdao Tiantai Stadium,,,776.0,20525.0,,Qingdao Tiantai Stadium,60.0562
"-2.530556, 140.723611",Mandala Stadium,,,1134.0,30000.0,,Mandala Stadium,87.78
"1.354545, 103.851475",Bishan Stadium,,,159.0,4200.0,,Bishan Stadium,8.085
"53.361667, -6.275",Dalymount Park,Ireland,Eastern and Midland,163.0,4300.0,IE,Dalymount Park,8.2775
"53.361667, -6.275",Dalymount Park,Ireland,Eastern and Midland,301.0,7955.0,IE,Dalymount Park,8.2775
"-34.65792222, -58.46453889",Nueva España Stadium,,,1229.0,32500.0,,Nueva España Stadium,95.095
"30.502313, 114.166253",Wuhan Sports Center,,,2055.0,54357.0,,Wuhan Sports Center,209.274
"60.495, 15.434166666",Domnarvsvallen,Sweden,Norra Mellansverige,246.0,6500.0,SE,Domnarvsvallen,15.015
"51.755, 5.528056",Heesen Yachts Stadion,Netherlands,Noord-Brabant,172.0,4560.0,NL,Heesen Yachts Stadion,8.778
"35.894863888, 14.415372222",Ta' Qali National Stadium,Malta,Malta,673.0,17797.0,MT,Ta' Qali National Stadium,52.074
"19.99395814, -99.32531118",Estadio 10 de Diciembre,,,643.0,17000.0,,Estadio 10 de Diciembre,49.742
"10.180083, -64.656117",Estadio José Antonio Anzoátegui,,,1417.0,37485.0,,Estadio José Antonio Anzoátegui,109.681
"42.011739, -4.516136",Estadio Nueva Balastera,Spain,Castilla y León,305.0,8070.0,ES,Estadio Nueva Balastera,18.6417
"36.172582, 44.011483",Franso Hariri Stadium,,,1512.0,40000.0,,Franso Hariri Stadium,154
"4.825, 7.02194",Yakubu Gowon Stadium,,,945.0,25000.0,,Yakubu Gowon Stadium,73.15
"-12.2201, -76.9349",Hugo Sotil Stadium,,,521.0,13773.0,,Hugo Sotil Stadium,31.8156
"59.286217, 11.097608",Sarpsborg Stadion,Norway,Oslo og Viken,178.0,4700.0,NO,Sarpsborg Stadion,9.0475
"38.83823, 65.81354",Markaziy Stadium,,,558.0,14750.0,,Markaziy Stadium,34.0725
"50.111389, 14.3875",Stadion Juliska,Czechia,Praha,308.0,8150.0,CZ,Stadion Juliska,18.8265
"-5.158501, 119.415497",Andi Mattalata Stadium,,,1134.0,30000.0,,Andi Mattalata Stadium,87.78
"25.748527777, 55.928113888",Emirates Club Stadium,,,265.0,7000.0,,Emirates Club Stadium,16.17
"64.117222, -21.852778",Víkingsvöllur,Iceland,Ísland,,,IS,Víkingsvöllur,0
"10.96139, 106.8625",Biên Hòa Stadium,,,378.0,10000.0,,Biên Hòa Stadium,23.1
"10.9619, 106.863",Biên Hòa Stadium,,,378.0,10000.0,,Biên Hòa Stadium,23.1
"44.427666, 26.074956",Stadionul Cotroceni,Romania,Bucureşti-Ilfov,550.0,14542.0,RO,Stadionul Cotroceni,33.592
"-20.321267, 57.52965",Stade George V,,,234.0,6200.0,,Stade George V,14.322
"9.54586111, -13.67291667",Stade du 28 Septembre,,,945.0,25000.0,,Stade du 28 Septembre,73.15
"15.846856, -87.937794",Estadio Excélsior,,,299.0,7910.0,,Estadio Excélsior,18.2721
"24.830556, -107.404167",Estadio Carlos González,,,869.0,23000.0,,Estadio Carlos González,67.298
"-9.468333, 147.198333",PNG Football Stadium,,,454.0,12000.0,,PNG Football Stadium,27.72
"22.562175, 114.086989",Shenzhen Stadium,,,1229.0,32500.0,,Shenzhen Stadium,95.095
"33.2416, -8.49327",Stade El Abdi,,,567.0,15000.0,,Stade El Abdi,43.89
"55.73207778, 52.41781944",KAMAZ Stadium,,,378.0,10000.0,,KAMAZ Stadium,23.1
"52.038888888, 29.276805555",Yunost Stadium,,,194.0,5133.0,,Yunost Stadium,11.8572
"40.724307, -73.792838",Belson Stadium,,,98.0,2600.0,,Belson Stadium,5.005
"10.482778, -66.941667",Brígido Iriarte Stadium,,,378.0,10000.0,,Brígido Iriarte Stadium,23.1
"10.30042222, 123.89528333",Cebu City Sports Complex,,,,,,Cebu City Sports Complex,0
"51.515072, -0.422233",Church Road,,,170.0,4500.0,,Church Road,8.6625
"39.02, 121.564",Dalian Sports Center,,,3024.0,80000.0,,Dalian Sports Center,400.4
"15.59849, 73.816147",Duler Stadium,,,378.0,10000.0,,Duler Stadium,23.1
"46.955555555, 18.947222222",Dunaferr Arena,Hungary,Közép-Dunántúl,,,HU,Dunaferr Arena,0
"-15.424746829, 28.301434711",Edwin Imboela Stadium,,,,,,Edwin Imboela Stadium,0
"10.333, -68.756167",Estadio Florentino Oropeza,,,378.0,10000.0,,Estadio Florentino Oropeza,23.1
"1.862765, 9.761439",Estadio La Libertad,,,151.0,4000.0,,Estadio La Libertad,7.7
"-27.376667, -70.320833",Estadio Luis Valenzuela Hermosilla,,,302.0,8000.0,,Estadio Luis Valenzuela Hermosilla,18.48
"-22.683786651, -46.997095673",Estádio Municipal Alfredo Chiavegato,,,567.0,15000.0,,Estádio Municipal Alfredo Chiavegato,43.89
"44.791586, 20.494644",FK Obilić Stadium,RS,City of Belgrade,174.0,4600.0,RS,FK Obilić Stadium,8.855
"43.030388888, 19.742416666",Gradski stadion,ME,Crna Gora,189.0,5000.0,ME,Gradski stadion,11.55
"21.4925, -104.801",Estadio Arena Cora,,,476.0,12600.0,,Estadio Arena Cora,29.106
"18.134444444, -94.458611111",Estadio Rafael Hernández Ochoa,,,181.0,4800.0,,Estadio Rafael Hernández Ochoa,9.24
"22.2744, 114.182",Hong Kong Football Club Stadium,,,104.0,2750.0,,Hong Kong Football Club Stadium,5.29375
"30.270857, 56.986629",Shahid Bahonar Stadium,,,583.0,15430.0,,Shahid Bahonar Stadium,45.1482
"36.179662, 137.917128",Matsumotodaira Football Stadium,,,771.0,20396.0,,Matsumotodaira Football Stadium,59.6787
"47.8023, 20.5673",Mezőkövesdi Városi Stadion,Hungary,Észak-Magyarország,97.0,2571.0,HU,Mezőkövesdi Városi Stadion,4.94918
"50.914902, 14.618924",Městský stadion v Kotlině,Germany,Dresden,189.0,5000.0,DE,Městský stadion v Kotlině,11.55
"55.398889, 10.351111",Odense Atletikstadion,Denmark,Syddanmark,302.0,8000.0,DK,Odense Atletikstadion,18.48
"-39.5082, 176.8569","Park Island, Napier",,,189.0,5000.0,,"Park Island, Napier",11.55
"13.979166666, 108.005",Pleiku Stadium,,,454.0,12000.0,,Pleiku Stadium,27.72
"39.613972, 48.975028",Salyan Olympic Sport Complex Stadium,,,76.0,2000.0,,Salyan Olympic Sport Complex Stadium,3.85
"49.289883, 17.402386",Stadion Jožky Silného,Czechia,Střední Morava,58.0,1529.0,CZ,Stadion Jožky Silného,2.94333
"46.5412, 23.8841",Stadionul Mihai Adam,Romania,Nord-Vest,,,RO,Stadionul Mihai Adam,0
"45.420722, 28.023681",Nicolae Rainea Stadium,Romania,Sud-Est,869.0,23000.0,RO,Nicolae Rainea Stadium,67.298
"59.2383, 14.4431",Stora Valla,Sweden,Östra Mellansverige,473.0,12500.0,SE,Stora Valla,28.875
"36.625056, 137.195688",Toyama Athletic Stadium,,,1077.0,28494.0,,Toyama Athletic Stadium,83.3734
"41.36111, 69.39472",Traktor Tashkent Stadium,,,242.0,6400.0,,Traktor Tashkent Stadium,14.784
"59.4919, 18.075",Vikingavallen,Sweden,Stockholm,100.0,2650.0,SE,Vikingavallen,5.10125
"41.5661, 60.605",Xorazm Stadium,,,945.0,25000.0,,Xorazm Stadium,73.15
"51.2319, 22.5575",Arena Lublin,Poland,Lubelskie,576.0,15247.0,PL,Arena Lublin,44.6127
"50.124166666, 18.990555555",Tychy City Stadium,Poland,Śląskie,573.0,15150.0,PL,Tychy City Stadium,44.3289
"50.1584, 20.8492",Stadion Bruk-Bet Termaliki,Poland,Małopolskie,176.0,4666.0,PL,Stadion Bruk-Bet Termaliki,8.98205
"60.2167, 25.1386",Vuosaaren urheilukenttä,Finland,Helsinki-Uusimaa,57.0,1500.0,FI,Vuosaaren urheilukenttä,2.8875
"56.02824444, -3.81465833",Ochilview Park,,,142.0,3746.0,,Ochilview Park,7.21105
"49.402, 15.5735",Stadion v Jiráskově ulici,Czechia,Jihovýchod,154.0,4082.0,CZ,Stadion v Jiráskově ulici,7.85785
"47.464, 18.5868",Pancho Arena,Hungary,Közép-Dunántúl,146.0,3865.0,HU,Pancho Arena,7.44013
"33.891444, 130.888861",Mikuni World Stadium Kitakyūshū,,,578.0,15300.0,,Mikuni World Stadium Kitakyūshū,44.7678
"43.725278, 10.4",Arena Garibaldi – Stadio Romeo Anconetani,Italy,Toscana,395.0,10442.0,IT,Arena Garibaldi – Stadio Romeo Anconetani,24.121
"46.5609, 3.34927",Stade de Bellevue,France,Auvergne,82.0,2164.0,FR,Stade de Bellevue,4.1657
"-8.523889, 179.198611",Tuvalu Sports Ground,,,57.0,1500.0,,Tuvalu Sports Ground,2.8875
"-22.26417143, 166.4679427",Stade Numa-Daly Magenta,,,378.0,10000.0,,Stade Numa-Daly Magenta,23.1
"-22.26417143, 166.4679427",Stade Numa-Daly Magenta,,,378.0,10000.0,,Stade Numa-Daly Magenta,23.1
"-22.26417143, 166.4679427",Stade Numa-Daly Magenta,,,378.0,10000.0,,Stade Numa-Daly Magenta,23.1
"47.668335, 9.481577",Zeppelinstadion,Germany,Tübingen,454.0,12000.0,DE,Zeppelinstadion,27.72
"35.879166666, 14.529833333",Il-Foss,Malta,Malta,38.0,1000.0,MT,Il-Foss,1.925
"46.56935, 3.31933",Hector-Rolland Stadium,France,Auvergne,132.0,3500.0,FR,Hector-Rolland Stadium,6.7375
"60.159119, 10.265368",AKA Arena,Norway,Oslo og Viken,161.0,4256.0,NO,AKA Arena,8.1928
"36.1615, 1.30902",Stade Mohamed Boumezrag,,,945.0,25000.0,,Stade Mohamed Boumezrag,73.15
"48.235556, 14.226667",Waldstadion,Austria,Oberösterreich,270.0,7152.0,AT,Waldstadion,16.5211
"64.11333333, -21.79277778",Fylkisvöllur,Iceland,Ísland,,,IS,Fylkisvöllur,0
"18.10470278, -15.98545556",Olympic Stadium of Nouakchott,,,756.0,20000.0,,Olympic Stadium of Nouakchott,58.52
"5.30527778, -3.99244444",Stade Robert Champroux,,,113.0,3000.0,,Stade Robert Champroux,5.775
"23.72801, 90.41353","National Stadium, Dhaka",,,1361.0,36000.0,,"National Stadium, Dhaka",105.336
"43.215833, 27.931389",Ticha Stadium,Bulgaria,Severoiztochen,312.0,8250.0,BG,Ticha Stadium,19.0575
"42.476389, 1.487667",Estadi Comunal d'Aixovall,,,38.0,1000.0,,Estadi Comunal d'Aixovall,1.925
"52.209444, 5.929167",Sportpark Berg & Bos,Netherlands,Gelderland,123.0,3259.0,NL,Sportpark Berg & Bos,6.27358
"35.823333, 10.612778",Stade Olympique de Sousse,,,1588.0,42000.0,,Stade Olympique de Sousse,161.7
"12.36869444, -1.55344444",Stade du 4 Août,,,1512.0,40000.0,,Stade du 4 Août,154
"10.334217, -84.43445",Estadio Carlos Ugalde Álvarez,,,151.0,4000.0,,Estadio Carlos Ugalde Álvarez,7.7
"44.053056, 12.577222",Stadio Romeo Neri,Italy,Emilia-Romagna,369.0,9768.0,IT,Stadio Romeo Neri,22.5641
"11.19027778, -4.33083333",Stade Général Aboubacar Sangoulé Lamizana,,,,,,Stade Général Aboubacar Sangoulé Lamizana,0
"34.769186, 32.440144",Pafiako Stadium,,,336.0,8878.0,,Pafiako Stadium,20.5082
"40.747319, 14.652581",Stadio San Francesco d'Assisi,Italy,Campania,288.0,7632.0,IT,Stadio San Francesco d'Assisi,17.6299
"41.2044, 32.6202",Yenişehir Stadium,TR,"Zonguldak, Karabük, Bartın",287.0,7593.0,TR,Yenişehir Stadium,17.5398
"41.2044, 32.6202",Yenişehir Stadium,TR,"Zonguldak, Karabük, Bartın",302.0,8000.0,TR,Yenişehir Stadium,17.5398
"41.2044, 32.6202",Yenişehir Stadium,TR,"Zonguldak, Karabük, Bartın",605.0,16000.0,TR,Yenişehir Stadium,17.5398
"35.894863888, 14.415372222",Ta' Qali National Stadium,Malta,Malta,673.0,17797.0,MT,Ta' Qali National Stadium,52.074
"10.021666666, -84.209166666",Estadio Alejandro Morera Soto,,,669.0,17700.0,,Estadio Alejandro Morera Soto,51.7902
"35.8854, -5.3279",Estadio Alfonso Murube,,,246.0,6500.0,,Estadio Alfonso Murube,15.015
"8.3125, -62.696667",Polideportivo Cachamay,,,1724.0,45600.0,,Polideportivo Cachamay,175.56
"8.3125, -62.696667",Polideportivo Cachamay,,,1724.0,45600.0,,Polideportivo Cachamay,175.56
"38.736944444, 35.423055555",Kadir Has Stadium,TR,"Kayseri, Sivas, Yozgat",1242.0,32864.0,TR,Kadir Has Stadium,96.1601
"13.52725, 2.10897",Stade Général Seyni Kountché,,,1323.0,35000.0,,Stade Général Seyni Kountché,102.41
"13.52725, 2.108972",Stade Général Seyni Kountché,,,1323.0,35000.0,,Stade Général Seyni Kountché,102.41
"-17.54, -149.552",Stade Pater Te Hono Nui,,,567.0,15000.0,,Stade Pater Te Hono Nui,43.89
"43.451111, 11.894444",Stadio Città di Arezzo,Italy,Toscana,496.0,13128.0,IT,Stadio Città di Arezzo,30.3257
"55.413578, 12.134153",Herfølge Stadion,Denmark,Sjælland,302.0,8000.0,DK,Herfølge Stadion,18.48
"45.582778, 9.308056",Stadio Brianteo,Italy,Lombardia,646.0,17102.0,IT,Stadio Brianteo,50.0405
"38.352178, 38.330494",Malatya İnönü Stadium,TR,"Malatya, Elazığ, Bingöl, Tunceli",491.0,13000.0,TR,Malatya İnönü Stadium,30.03
"44.714722, 10.649722",Mapei Stadium - Città del Tricolore,Italy,Emilia-Romagna,814.0,21525.0,IT,Mapei Stadium - Città del Tricolore,62.9821
"56.131944, 10.196389",Ceres Park & Arena,Denmark,Midtjylland,735.0,19433.0,DK,Ceres Park & Arena,56.861
"43.55083333, 6.96555556",Stade Pierre de Coubertin,France,Provence-Alpes-Côte d’Azur,378.0,10000.0,FR,Stade Pierre de Coubertin,23.1
"34.874722, 32.381111",Peyia Municipal Stadium,Cyprus,Kýpros,145.0,3828.0,CY,Peyia Municipal Stadium,7.3689
"50.683795, 4.200436",Stade Leburton,Belgium,Prov. Brabant wallon,306.0,8100.0,BE,Stade Leburton,18.711
"14.746694, -17.452014",Stade Léopold Sédar Senghor,,,2268.0,60000.0,,Stade Léopold Sédar Senghor,231
"14.746694, -17.452014",Stade Léopold Sédar Senghor,,,2268.0,60000.0,,Stade Léopold Sédar Senghor,231
"64.317656, -22.059753",Akranesvöllur,,,183.0,4850.0,,Akranesvöllur,9.33625
"-4.330417, 15.31",martyrs' stadium,,,3024.0,80000.0,,martyrs' stadium,400.4
"50.282203, 18.944178",Stadion Ruchu,Poland,Śląskie,378.0,10000.0,PL,Stadion Ruchu,23.1
"40.926944, 14.7925",Stadio Partenio-Adriano Lombardi,Italy,Campania,383.0,10125.0,IT,Stadio Partenio-Adriano Lombardi,23.3888
"34.03307, -6.797184",Stade Boubker Ammar,,,378.0,10000.0,,Stade Boubker Ammar,23.1
"45.641894, 0.176128",Stade Lebon,France,Poitou-Charentes,246.0,6500.0,FR,Stade Lebon,15.015
"49.64319, -1.63811",Q2325877,France,Basse-Normandie,265.0,7000.0,FR,Q2325877,16.17
"44.35161, 2.56376",Stade Paul-Lignon,France,Midi-Pyrénées,,,FR,Stade Paul-Lignon,0
"49.4316, 2.11382",Stade Pierre Brisson,France,Picardie,385.0,10178.0,FR,Stade Pierre Brisson,23.5112
"43.35, 12.566667",Stadio Pietro Barbetti,Italy,Umbria,200.0,5300.0,IT,Stadio Pietro Barbetti,12.243
"41.7795, 14.1027",Stadio Teofilo Patini,Italy,Abruzzo,273.0,7220.0,IT,Stadio Teofilo Patini,16.6782
"51.6839, -4.1476",Stebonheath Park,,,140.0,3700.0,,Stebonheath Park,7.1225
"-4.27352778, 15.24841667",Stade Alphonse Massemba-Débat,,,1249.0,33037.0,,Stade Alphonse Massemba-Débat,96.6663
"63.439414, -20.28795",Hásteinsvöllur,Iceland,Ísland,134.0,3540.0,IS,Hásteinsvöllur,6.8145
"65.686083, -18.095211",Akureyrarvöllur,Iceland,Ísland,76.0,2000.0,IS,Akureyrarvöllur,3.85
"56.502952, 20.995424",Daugava Stadium,,,189.0,5008.0,,Daugava Stadium,11.5685
"63.194722222, 14.655833333",Jämtkraft Arena,Sweden,Mellersta Norrland,346.0,9165.0,SE,Jämtkraft Arena,21.1712
"10.211389, -83.789722",Estadio Ebal Rodríguez,,,125.0,3300.0,,Estadio Ebal Rodríguez,6.3525
"43.52494225, 5.46193107",Georges-Carcassonne Stadium,France,Provence-Alpes-Côte d’Azur,140.0,3700.0,FR,Georges-Carcassonne Stadium,7.1225
"14.332069444, -89.449002777","Estadio Jorge ""Calero"" Suárez",,,302.0,8000.0,,"Estadio Jorge ""Calero"" Suárez",18.48
"9.368611111, -83.704444444",Estadio Municipal de Pérez Zeledón,,,123.0,3259.0,,Estadio Municipal de Pérez Zeledón,6.27358
"9.368786, -83.704653",Estadio Municipal de Pérez Zeledón,,,123.0,3259.0,,Estadio Municipal de Pérez Zeledón,6.27358
"47.27166667, 39.72777778",SKA SKVO Stadium,,,91.0,2402.0,,SKA SKVO Stadium,4.62385
"36.862, -2.44529",Estadio Municipal Juan Rojas,Spain,Andalucía,509.0,13468.0,ES,Estadio Municipal Juan Rojas,31.1111
"43.875727, 11.109559",Stadio Lungobisenzio,Italy,Toscana,255.0,6750.0,IT,Stadio Lungobisenzio,15.5925
"45.205, 9.152778",Stadio Pietro Fortunati,Italy,Lombardia,189.0,4999.0,IT,Stadio Pietro Fortunati,9.62308
"43.847778, 10.517222",Stadio Porta Elisa,Italy,Toscana,279.0,7386.0,IT,Stadio Porta Elisa,17.0617
"43.573889, 11.526667",Stadio Virgilio Fedini,Italy,Toscana,128.0,3378.0,IT,Stadio Virgilio Fedini,6.50265
"42.0258, 13.4233",Stadio dei Marsi-Sandro Cimarra,Italy,Abruzzo,140.0,3692.0,IT,Stadio dei Marsi-Sandro Cimarra,7.1071
"44.960169, 24.940641",Stadionul Dacia,Romania,Sud-Muntenia,378.0,10000.0,RO,Stadionul Dacia,23.1
"-23.630117, -46.559875",Estádio Anacleto Campanella,,,633.0,16744.0,,Estádio Anacleto Campanella,48.9929
"62.245018, -6.814399",Fuglafjørdur Stadium,,,113.0,3000.0,,Fuglafjørdur Stadium,5.775
"35.11724, 36.76216",Hama Municipal Stadium,,,756.0,20000.0,,Hama Municipal Stadium,58.52
"37.4043, -1.59004",Estadio El Rubial,Spain,Región de Murcia,151.0,4000.0,ES,Estadio El Rubial,7.7
"40.483, -3.34722",Municipal Stadium,Spain,Comunidad de Madrid,113.0,3000.0,ES,Municipal Stadium,5.775
"46.549722, 24.545833",Stadionul Trans-Sil,Romania,Centru,310.0,8200.0,RO,Stadionul Trans-Sil,18.942
"59.42083333, 10.67138889",Melløs Stadion,Norway,Oslo og Viken,356.0,9410.0,NO,Melløs Stadion,21.7371
"41.447174868, -8.169105754",Parque Municipal dos Desportos de Fafe,Portugal,Norte,151.0,4000.0,PT,Parque Municipal dos Desportos de Fafe,7.7
"65.019694444, 25.465805555",Raatti Stadium,Finland,Pohjois- ja Itä-Suomi,166.0,4392.0,FI,Raatti Stadium,8.4546
"48.07493, 16.5914",Richard-Gebert-Sportanlage,Austria,Niederösterreich,,,AT,Richard-Gebert-Sportanlage,0
"12.2481, -2.36667",Stade Balibiè,,,1134.0,30000.0,,Stade Balibiè,87.78
"9.5509, 1.1906",Stade Municipal,,,284.0,7500.0,,Stade Municipal,17.325
"9.551, 1.19057",Stade Municipal,,,284.0,7500.0,,Stade Municipal,17.325
"14.7105, -17.458",Stade de Diaraf,,,,,,Stade de Diaraf,0
"12.304167, -1.527778",Stade de la SONABEL,,,189.0,5000.0,,Stade de la SONABEL,11.55
"44.46418, 26.33276",Stadionul Cătălin Hîldan,Romania,Bucureşti-Ilfov,95.0,2500.0,RO,Stadionul Cătălin Hîldan,4.8125
"44.3247, 28.6186",Stadionul Flacăra,Romania,Sud-Est,,,RO,Stadionul Flacăra,0
"44.324868, 28.618544",Stadionul Flacăra,Romania,Sud-Est,,,RO,Stadionul Flacăra,0
"44.4575, 26.1025",Stadionul Florea Dumitrache,Romania,Bucureşti-Ilfov,57.0,1500.0,RO,Stadionul Florea Dumitrache,2.8875
"37.9586, 23.7693",Vyronas National Stadium,Greece,Attica,164.0,4340.0,Greece,Vyronas National Stadium,8.3545
"36.58035278, 138.1675556",Minami Nagano Sports Park Stadium,,,586.0,15491.0,,Minami Nagano Sports Park Stadium,45.3267
